"","MSOA11CD","mixed","ba_norm","r_norm","Ppla_norm","index","o_flow","d_flow","sumod","logsumod","cluster","MSOA11NM","POPDEN","area","flowden"
"27","E02000028",0.115803320484023,0.517025296813072,0.302718809155217,0.227179697093737,1.16272712354605,370,814,1184,7.07665381544395,4,"Barnet 005",58.4,1053119.1353655,1.92513571560006e-05
"28","E02000029",0.112426560151736,0.560364312727935,0.399607955371066,0.195251739664347,1.26765056791508,408,1115,1523,7.32843735289516,4,"Barnet 006",50.6,1686684.20808909,1.78449611876957e-05
"29","E02000030",0.00147450326217708,0.457974138170012,0.0474727863951655,0.0139173147769136,0.520838742604268,240,980,1220,7.1066061377273,4,"Barnet 007",6.3,14577404.8195231,1.32843119916271e-05
"30","E02000031",0.0810762209788416,0.533485147720548,0.266069836498659,0.14203847728203,1.02266968248008,1361,1259,2620,7.87092959675514,4,"Barnet 008",37.6,1945894.59270972,3.58091601286569e-05
"31","E02000032",0.0575935654210323,0.590378405869721,0.297129767662535,0.218174375767499,1.16327611472079,79,989,1068,6.97354301952014,4,"Barnet 009",56.2,1404155.30150627,1.35338012102192e-05
"32","E02000033",0.0812702807752146,0.547038769571973,0.346287386923907,0.18501841997544,1.15961485724653,988,1527,2515,7.83002808253384,4,"Barnet 010",48.1,1775686.8918025,2.94460146821412e-05
"33","E02000034",0.0770029440939082,0.600754925658588,0.261287696312661,0.211625051166598,1.15067061723176,202,1540,1742,7.46278915741245,4,"Barnet 011",54.6,1547080.66912432,2.06225586949002e-05
"34","E02000035",0.100346592631087,0.505366520846713,0.315163133830055,0.239459680720426,1.16033592802828,409,1538,1947,7.5740450053722,4,"Barnet 012",61.4,1304202.06838151,2.43137919258335e-05
"35","E02000036",0.0657964342134271,0.485980491107957,0.355264311008458,0.233319688907081,1.14036092523692,150,1524,1674,7.42297125104942,4,"Barnet 013",59.9,1780800.26251434,1.56932690418206e-05
"36","E02000037",0.017665730334926,0.374351969663077,0.137337596087615,0.0802292263610315,0.60958452244665,257,1141,1398,7.24279792279376,4,"Barnet 014",22.5,4330340.37729824,1.43483717028497e-05
"37","E02000038",0.0746322532513449,0.529128917698158,0.365750811238205,0.232501023331969,1.20201300551968,348,2204,2552,7.84463264446468,4,"Barnet 015",59.7,1764238.08608416,2.42297618523794e-05
"38","E02000039",0.093373354799956,0.606381194459133,0.261034902325396,0.116250511665984,1.07703996325047,561,868,1429,7.26473017792987,4,"Barnet 016",31.3,2125129.41975326,2.14833749193393e-05
"39","E02000040",0.0147508130322743,0.487582541550972,0.139608738964975,0.0454359394187474,0.687378032966969,1198,950,2148,7.67229245562876,4,"Barnet 017",14,5160701.01334731,2.97301802665478e-05
"40","E02000041",0.166072100164,0.655299509993698,0.346304665777318,0.255423659435121,1.42309993537014,1434,1180,2614,7.86863689418417,4,"Barnet 018",65.3,1350707.64853579,2.9636781811932e-05
"41","E02000042",0.215638134767237,0.655969787777455,0.41055699671021,0.347114203847728,1.62927912310263,1419,2313,3732,8.22469956196723,4,"Barnet 019",87.7,1209999.02123729,3.51687573037105e-05
"42","E02000043",0.0494436754058936,0.70239022184929,0.215930856656082,0.20261972984036,1.17038448375163,9,1101,1110,7.01211529430638,4,"Barnet 020",52.4,1463913.05593713,1.44702624387141e-05
"43","E02000044",0.092556531857205,0.682228855709928,0.29248081780705,0.286532951289398,1.35379915666358,148,1213,1361,7.21597500265147,4,"Barnet 021",72.9,1116713.79607687,1.67181691642739e-05
"44","E02000045",0.0643541487120598,0.510398581049404,0.425300446200573,0.229635693819075,1.22968886978111,320,2022,2342,7.75876054415766,4,"Barnet 022",59,1745904.81792734,2.27360133534434e-05
"45","E02000046",0.181715075881889,0.749156003424282,0.453689038907539,0.286532951289398,1.67109306950311,705,1377,2082,7.64108424917491,4,"Barnet 023",72.9,973088.332287259,2.9349515182001e-05
"46","E02000047",0.098945003311898,0.33137828960242,0.361906318416414,0.315595579205894,1.10782519053663,591,1932,2523,7.83320394864106,4,"Barnet 024",80,1410026.15457974,2.23666063906452e-05
"47","E02000048",0.0333026784565135,0.539522137718637,0.230429891863435,0.118297175603766,0.921551883642352,276,1730,2006,7.60389796852188,4,"Barnet 025",31.8,3104037.1806867,2.0322488853801e-05
"48","E02000049",0.0662995947086224,0.333470760759196,0.48401307684841,0.429799426934097,1.31358285925033,283,1245,1528,7.33171496972647,4,"Barnet 026",107.9,780287.348269915,1.81487761626785e-05
"49","E02000050",0.0604589145870663,0.630864883586218,0.369255722286886,0.182562423250102,1.24314194371027,441,2144,2585,7.85748078694253,4,"Barnet 027",47.5,2120873.01127988,2.56597412207803e-05
"50","E02000051",0.123705861690036,0.624761213640456,0.339911616957208,0.232501023331969,1.32087971561967,1318,1405,2723,7.90948949267376,4,"Barnet 028",59.7,1443106.90206404,3.1606383573885e-05
"51","E02000052",0.165694797606462,0.701097562085341,0.416979063597319,0.397871469504707,1.68164289279383,548,2258,2806,7.93951526066241,4,"Barnet 029",100.1,962697.776380283,2.91181393784532e-05
"52","E02000053",0.0931786436709775,0.195690792922808,0.338679275164198,0.217765042979943,0.845313754737926,1349,1572,2921,7.97968130238774,4,"Barnet 030",56.1,1556593.69744744,3.34497924993309e-05
"53","E02000054",0.0565525595376229,0.580325866080882,0.414008529593857,0.184609087187884,1.23549604240025,316,1173,1489,7.30586003268401,4,"Barnet 031",48,1494024.50654926,2.07632694091357e-05
"54","E02000055",0.148393477321418,0.629006626428595,0.418857959450395,0.304543593941875,1.50080165714228,1854,2038,3892,8.2666784433059,4,"Barnet 032",77.3,1441182.57471503,3.49360930181746e-05
"55","E02000056",0.037106344879711,0.654739296628189,0.235705579827208,0.104789193614409,1.03234041494952,299,1697,1996,7.59890045687141,4,"Barnet 033",28.5,3231273.8464748,2.16741418545209e-05
"56","E02000057",0.119178930721538,0.613230469419188,0.47108960920809,0.268112975849366,1.47161198519818,295,1085,1380,7.22983877815125,4,"Barnet 034",68.4,1095392.10341692,1.84184626980209e-05
"57","E02000058",0.0993637468741652,0.798401446891983,0.353052200788077,0.218993041342612,1.46981043589684,775,2102,2877,7.96450336355155,4,"Barnet 035",56.4,1812215.02212231,2.81482261625517e-05
"58","E02000059",0.0757743134969502,0.557589223919837,0.303789863478406,0.183381088825215,1.12053448972041,895,2016,2911,7.97625194374562,4,"Barnet 036",47.7,2189469.47400903,2.78730781101137e-05
"59","E02000060",0.104462942814568,0.72099137112692,0.327939230333855,0.350798198935735,1.50419174321108,406,1806,2212,7.70165236264223,4,"Barnet 037",88.6,1235712.65180865,2.02038393944673e-05
"60","E02000061",0.130036600751107,0.701445142848453,0.341017327106952,0.194842406876791,1.3673414775833,1005,1687,2692,7.89803969076462,4,"Barnet 038",50.5,1590792.64086872,3.35096663911891e-05
"61","E02000062",0.10119482372643,0.640112164940329,0.540492803357675,0.129349160867786,1.41114895289222,3968,982,4950,8.50714285556274,4,"Barnet 039",34.5,1837519.23301443,7.8082589989652e-05
"62","E02000063",0.0517558878780726,0.472964747136425,0.289317214108691,0.26320098239869,1.07723883152188,135,1260,1395,7.24064969425547,4,"Barnet 040",67.2,1034128.62312804,2.0073836181651e-05
"63","E02000064",0.140949657758011,0.642375955535158,0.309382532146315,0.310274252967663,1.40298239840715,125,1081,1206,7.09506437728713,4,"Barnet 041",78.7,792418.503796514,1.93382854821768e-05
"64","E02000065",0.0338524014371084,0.420243864666352,0.210824733075681,0.0859598853868195,0.750880884565961,757,1262,2019,7.61035761831284,4,"Bexley 001",23.9,3208925.58447255,2.63256299418312e-05
"65","E02000066",0.0401471338763936,0.432021030873709,0.43766295168985,0.239050347932869,1.14888146437282,127,1681,1808,7.49997654095212,4,"Bexley 002",61.3,1567092.43074931,1.88210279090564e-05
"66","E02000067",0.074750208276529,0.597280118565292,0.35645846622206,0.142857142857143,1.17134593592102,837,1614,2451,7.80425138352811,4,"Bexley 003",37.8,2315088.56634736,2.80081163130504e-05
"67","E02000068",0.0925665219654896,0.528259055835082,0.429877722584362,0.12116250511666,1.17186580550159,1871,1315,3186,8.06652149046999,4,"Bexley 004",32.5,2273493.47535288,4.31190017888894e-05
"68","E02000069",0.0586215153399139,0.512167230697993,0.277088111752999,0.162914449447401,1.01079130723831,154,866,1020,6.92755790627832,4,"Bexley 005",42.7,1454512.86280484,1.6423084616763e-05
"69","E02000070",0.0336981044381182,0.536416424428443,0.313896387255816,0.161686451084732,1.04569736720711,38,1274,1312,7.17930796950403,4,"Bexley 006",42.4,1856084.47634281,1.66713296839728e-05
"70","E02000071",0.0912796728023843,0.655320653962435,0.333220317682423,0.241506344658207,1.32132698910545,309,1105,1414,7.25417784645652,4,"Bexley 007",61.9,1179808.61539901,1.93618654245888e-05
"71","E02000072",0.0279525945594234,0.406420599843386,0.164455734683338,0.0978305362259517,0.696659465312099,743,1902,2645,7.8804263442924,4,"Bexley 008",26.8,4381011.08992574,2.25276831820161e-05
"72","E02000073",0.0522878473235157,0.635192005320319,0.227070892197086,0.262382316823578,1.1769330616645,118,1812,1930,7.56527528189893,4,"Bexley 009",67,1600423.26283574,1.7998969908881e-05
"73","E02000074",0.0690633010730217,0.440145345754669,0.373883958162889,0.265656979124028,1.14874958411461,201,1247,1448,7.27793857294566,4,"Bexley 010",67.8,1126647.80189797,1.89561743407427e-05
"74","E02000075",0.0497633280050462,0.475621912884354,0.246229822154528,0.200163733115023,0.97177879615895,64,1222,1286,7.15929190479756,4,"Bexley 011",51.8,1532557.62348741,1.61992309103271e-05
"75","E02000077",0.0704259003674056,0.612128734568137,0.226624421154793,0.274662300450266,1.1838413565406,71,1382,1453,7.28138566357028,4,"Bexley 013",70,1111859.84440075,1.8668848381992e-05
"76","E02000078",0.0523061836117146,0.697272287586293,0.256181820333581,0.198935734752354,1.20469602628394,101,1482,1583,7.36707705988101,4,"Bexley 014",51.5,1485072.17116866,2.06978924488775e-05
"77","E02000079",0.128187216853947,0.640326748461572,0.304586995430219,0.183381088825215,1.25648204957095,3820,959,4779,8.47198659857816,4,"Bexley 015",47.7,1654069.19809422,6.0571032554574e-05
"78","E02000080",0.111460314921313,0.649462593229961,0.211020569060895,0.216127711829718,1.18807118904189,811,1609,2420,7.79152281915073,4,"Bexley 016",55.7,1686344.90382657,2.57640282266024e-05
"79","E02000081",0.0435334213610567,0.406384285215102,0.207814779185408,0.12771182971756,0.785444315479127,403,871,1274,7.14991683613211,4,"Bexley 017",34.1,2209023.8758248,1.69127659601991e-05
"80","E02000082",0.0535142558419569,0.529212806645252,0.337832314599807,0.230863692181744,1.15142306926876,212,1593,1805,7.49831587076698,4,"Bexley 018",59.3,1488833.80992199,2.04444904218056e-05
"81","E02000083",0.0599660727637561,0.557518570398159,0.21325933825972,0.0949652067130577,0.925709188134692,1565,1405,2970,7.99631723179675,4,"Bexley 019",26.1,3731706.8004609,3.04935809625294e-05
"82","E02000084",0.0384555098861821,0.581288284576587,0.24010662510661,0.155955792058944,1.01580621162832,271,1969,2240,7.71423114484909,4,"Bexley 020",41,2590919.09411024,2.10867820865806e-05
"83","E02000085",0.0687343976807166,0.595001326972417,0.319872446179801,0.187065083913221,1.17067325474616,112,1083,1195,7.08590146436561,4,"Bexley 021",48.6,1625564.71451347,1.51261141108212e-05
"84","E02000086",0.0607600428974466,0.456586439083626,0.237306460212928,0.189521080638559,0.94417402283256,137,1099,1236,7.11963563801764,4,"Bexley 022",49.2,1488848.73184574,1.68734074067876e-05
"85","E02000087",0.0414465333468173,0.543580652051417,0.186517949555116,0.0716332378223496,0.8431783727757,297,1103,1400,7.24422751560335,4,"Bexley 023",20.4,3719146.38004447,1.84524737581239e-05
"86","E02000088",0.0415766815307044,0.577317261567439,0.234857096205059,0.146541137945149,1.00029217724835,69,1221,1290,7.16239749735572,4,"Bexley 024",38.7,1999021.65795612,1.66748235071223e-05
"87","E02000089",0.0502938089671365,0.4611525031274,0.304053537469731,0.221039705280393,1.03653955484466,80,1097,1177,7.07072410726028,4,"Bexley 025",56.9,1367775.79491964,1.51233945520199e-05
"88","E02000090",0.111771131556935,0.583503980694983,0.387508499999295,0.185427752762996,1.26821136501421,2536,1115,3651,8.20275638165564,4,"Bexley 026",48.2,1816761.90719652,4.16933488459648e-05
"89","E02000091",0.0464523564767672,0.472599794412891,0.346589054058089,0.133033155955792,0.99867436090354,826,1357,2183,7.68845535654994,4,"Bexley 027",35.4,2729436.21865083,2.25931883827455e-05
"90","E02000092",0.0179651081222313,0.418223640238761,0.16969747759706,0.0319279574293901,0.637814183387442,1010,887,1897,7.54802896993501,4,"Bexley 028",10.7,5992122.50098525,2.95871320382749e-05
"91","E02000093",0.0903762791836323,0.569413123680921,0.248353173139162,0.311502251330332,1.21964482733405,701,2078,2779,7.9298464297425,4,"Brent 001",79,1377180.40748852,2.55429245134441e-05
"92","E02000094",0.116960251541737,0.470167668874022,0.293753565294236,0.295947605403193,1.17682909111319,667,1537,2204,7.6980291702728,4,"Brent 002",75.2,1164099.30062816,2.51769850067625e-05
"93","E02000095",0.0781739719207745,0.554961152599073,0.319589876507831,0.250511665984445,1.20323666701212,655,1835,2490,7.82003798945875,4,"Brent 003",64.1,1551091.76846625,2.50440074609925e-05
"94","E02000096",0.0625331270286092,0.502223179110245,0.189656241939487,0.17846909537454,0.932881643452881,355,1042,1397,7.24208235925696,4,"Brent 004",46.5,1633631.83655886,1.83903190917067e-05
"95","E02000097",0.0608149754823266,0.643655920681853,0.332334356930541,0.184199754400327,1.22100500749505,242,1565,1807,7.49942329059223,4,"Brent 005",47.9,1873568.01094444,2.01350715142968e-05
"96","E02000098",0.0394974573312467,0.513918619132396,0.241227033281761,0.164961113385182,0.959604223130586,163,1301,1464,7.28892769452126,4,"Brent 006",43.2,1830793.80294974,1.85104891846847e-05
"97","E02000099",0.13440035739872,0.424953640443115,0.180321746027761,0.264838313548915,1.00451405741851,746,1589,2335,7.755767170103,4,"Brent 007",67.6,1287576.87321849,2.68266857201324e-05
"98","E02000100",0.0407354454649811,0.447648595127343,0.192811619245838,0.153499795333606,0.834695455171769,2599,1483,4082,8.31434234336979,4,"Brent 008",40.4,2074407.36346673,4.87076963473267e-05
"99","E02000101",0.0723698073044552,0.391908270929224,0.25793783279571,0.260335652885796,0.982551563915185,953,1404,2357,7.76514490293613,4,"Brent 009",66.5,1404690.37153807,2.52323285904973e-05
"100","E02000102",0.0561188703285767,0.578205965963875,0.231383310526396,0.222677036430618,1.08838518324947,78,1045,1123,7.02375895473844,4,"Brent 010",57.3,1362844.67138729,1.43806585232427e-05
"101","E02000103",0.105446617870018,0.462222324013337,0.263299245750855,0.189521080638559,1.02048926827277,1335,1439,2774,7.92804560087478,4,"Brent 011",49.2,1762776.13166279,3.19848407341176e-05
"102","E02000104",0.0672044905693018,0.494323572632568,0.175636322429809,0.238231682357757,0.975396067989435,300,1046,1346,7.20489251020467,4,"Brent 012",61.1,1109192.73738687,1.98608043122417e-05
"103","E02000105",0.0957993881863123,0.592035351804235,0.262558015667921,0.26320098239869,1.21359373805716,294,1950,2244,7.71601526664259,4,"Brent 013",67.2,1378660.94319263,2.4221225173412e-05
"104","E02000106",0.117000022831251,0.627757409098185,0.337990024074312,0.300040933278756,1.3827883892825,816,1871,2687,7.89618060861549,4,"Brent 014",76.2,1346081.05427951,2.61963921708083e-05
"105","E02000107",0.14269706987423,0.893856588897543,0.309651691661698,0.446582071223905,1.79278742165738,317,2649,2966,7.99496952269788,4,"Brent 015",112,950161.144015409,2.78712121874702e-05
"106","E02000108",0.0605164165921363,0.575278504856499,0.165067517898609,0.319688907081457,1.1205513464287,13,1279,1292,7.16394668434255,4,"Brent 016",81,806345.150730187,1.97813768328693e-05
"107","E02000109",0.125129191011019,0.474238013461913,0.283904357820237,0.19607040523946,1.07934196753263,3612,2147,5759,8.65851912750667,2,"Brent 017",50.8,1932959.13195152,5.86490111758486e-05
"108","E02000110",0.0954556073225156,0.800014248826625,0.25214213073737,0.402374130167826,1.54998611705434,82,1621,1703,7.44014668066269,4,"Brent 018",101.2,808192.140745003,2.08218595464123e-05
"109","E02000111",0.108675580870886,0.569780481477463,0.295162117111209,0.343020875972165,1.31663905543172,909,2219,3128,8.0481491016652,4,"Brent 019",86.7,1133743.25892891,3.1822399902632e-05
"110","E02000112",0.125212882270488,0.749728236866275,0.343449513262241,0.292263610315186,1.51065424271419,1890,2147,4037,8.30325712085294,4,"Brent 020",74.3,1271029.3084396,4.27478592383605e-05
"111","E02000113",0.0744443887431264,0.447529508973562,0.439463446557048,0.254604993860008,1.21604233813374,1267,1531,2798,7.93666015522543,4,"Brent 021",65.1,1490501.54059157,2.88359518936879e-05
"112","E02000114",0.231611350608981,0.892904425720157,0.372355499062138,0.589439214081048,2.08631048947232,291,2128,2419,7.79110951061003,4,"Brent 022",146.9,608262.032130403,2.70721884208618e-05
"113","E02000115",0.0798442811649991,0.659155820645137,0.296546548255,0.390503479328694,1.42605012939383,59,2190,2249,7.71824095195932,4,"Brent 023",98.3,853501.130150279,2.68059891264746e-05
"114","E02000116",0.136397963733549,0.687707562606599,0.331530974762055,0.292672943102743,1.44830944420494,754,1505,2259,7.722677516468,4,"Brent 024",74.4,1098282.68151191,2.76457998809637e-05
"115","E02000117",0.140068407172832,0.692728821063391,0.38918630271862,0.54072861236185,1.76271214331669,462,2018,2480,7.81601383915903,4,"Brent 025",135,894275.520536717,2.05421818539157e-05
"116","E02000118",0.121735628396501,0.646409026560203,0.287464764355149,0.300859598853868,1.35646901816572,796,1814,2610,7.86710550031674,4,"Brent 026",76.4,1228288.64294829,2.78129280613723e-05
"117","E02000119",0.0919597501583822,0.192334423560963,0.308576170253202,0.10356119525174,0.696431539224287,6061,1046,7107,8.86883549282689,2,"Brent 027",28.2,2571815.79929588,9.79935175235893e-05
"118","E02000120",0.288502241900882,0.890600573621585,0.406177453478898,0.73352435530086,2.31880462430222,436,2307,2743,7.9168074909376,4,"Brent 028",182.1,506258.032182651,2.97539024700123e-05
"119","E02000121",0.146037813853446,0.626039628111661,0.366751246538757,0.250102333196889,1.38893102170075,1799,1742,3541,8.1721644521119,4,"Brent 029",64,1393382.62353389,3.97077759299718e-05
"120","E02000122",0.0691653702630391,0.71213511640582,0.250111876263581,0.26320098239869,1.29461334533113,141,1604,1745,7.46450983463653,4,"Brent 030",67.2,1195147.57947156,2.17272430206848e-05
"121","E02000123",0.186443018239053,0.832733078719066,0.253936380210361,0.570200573065903,1.84331305023438,972,2966,3938,8.27842825919907,4,"Brent 031",142.2,1027119.77100676,2.69621814065357e-05
"122","E02000124",0.164304423321754,0.869892375309475,0.39178521210956,0.369627507163324,1.79560951790411,712,2617,3329,8.11042723757502,4,"Brent 032",93.2,1104765.69389896,3.23316376652791e-05
"123","E02000125",0.129136754929771,0.924300340067452,0.279866839602748,0.56610724519034,1.89941117979031,52,2639,2691,7.89766815072691,4,"Brent 033",141.2,764600.936215725,2.49255170268506e-05
"124","E02000126",0.190363734749131,0.624084595910403,0.640608012625057,0.715104379860827,2.17016072314542,295,1292,1587,7.36960072052641,4,"Brent 034",177.6,440060.588090211,2.03058648119131e-05
"125","E02000127",0.0382306439545939,0.6025122351155,0.2131538569814,0.144085141219812,0.997981877271305,138,1464,1602,7.3790081276283,4,"Bromley 001",38.1,2222390.84745304,1.89198241806459e-05
"126","E02000128",0.0560822363010794,0.48655397850363,0.128307082457687,0.106017191977077,0.776960489239473,254,1016,1270,7.14677217945264,4,"Bromley 002",28.8,2537591.31378863,1.73775903088134e-05
"127","E02000130",0.136571146491314,0.820153935931958,0.240791165579045,0.206303724928367,1.40381997293068,751,1591,2342,7.75876054415766,4,"Bromley 004",53.3,1485449.97520534,2.9580237106587e-05
"128","E02000131",0.0694064573127672,0.602372162073399,0.364733423344852,0.195661072451903,1.23217311518292,212,2062,2274,7.72929567431048,4,"Bromley 005",50.7,1763469.11405993,2.54339986157494e-05
"129","E02000132",0.116963588061105,0.38922931371173,0.292515641360274,0.189930413426115,0.988638956559224,1708,1880,3588,8.18535022317869,4,"Bromley 006",49.3,1739916.80217378,4.18289567491891e-05
"130","E02000133",0.0152302645822798,0.458419260315677,0.117256228203236,0.0540319279574294,0.644937681058622,488,1488,1976,7.58882987830781,4,"Bromley 007",16.1,5960613.05822479,2.05906536887686e-05
"131","E02000134",0.129397757450166,0.614436753756492,0.262215922063981,0.216127711829718,1.22217814510036,2633,1921,4554,8.42376124662369,4,"Bromley 008",55.7,1918364.88193542,4.26193297550517e-05
"132","E02000135",0.128829737804787,0.660344756066958,0.332255716186248,0.332378223495702,1.45380843355369,370,1864,2234,7.71154897962915,4,"Bromley 009",84.1,1151392.58921695,2.30708578404327e-05
"133","E02000136",0.0209696610127213,0.44013053012753,0.134212287647249,0.0397052803929595,0.63501775918046,291,503,794,6.67708346124714,4,"Bromley 010",12.6,4563047.41374911,1.38100412513789e-05
"134","E02000137",0.0417071945259166,0.462252838968611,0.174380799407901,0.160049119934507,0.838389952836936,119,1557,1676,7.42416528104203,4,"Bromley 011",42,1860024.61375074,2.14538891634848e-05
"135","E02000138",0.0497415931574871,0.410336548078112,0.213097218492466,0.144085141219812,0.817260500947877,551,1436,1987,7.59438124255182,4,"Bromley 012",38.1,2098443.63998611,2.48528147134196e-05
"136","E02000139",0.0813644645955273,0.804620741426421,0.225299804772336,0.182153090462546,1.29343810125683,320,1626,1946,7.57353126274595,4,"Bromley 013",47.4,1531928.25948407,2.67994614411655e-05
"137","E02000140",0.0702224987880579,0.553756885131759,0.2956224326433,0.162505116659844,1.08210693322296,326,1166,1492,7.30787278076371,4,"Bromley 014",42.6,1885840.08665225,1.8571815514102e-05
"138","E02000141",0.116013239702689,0.802728481576813,0.24282469205086,0.292672943102743,1.4542393564331,164,1496,1660,7.41457288135059,4,"Bromley 015",74.4,937306.040396165,2.3804208012528e-05
"139","E02000142",0.0747547322473131,0.528736224941151,0.207325763011492,0.178878428162096,0.989695148362052,1326,1088,2414,7.78904040165748,4,"Bromley 016",46.6,1782951.00173949,2.90544019755767e-05
"140","E02000144",0.129294388065709,0.544266207535955,0.30754616990534,0.167007777322964,1.14811454282997,8203,1632,9835,9.19370273082316,2,"Bromley 018",43.7,1990499.20102919,0.000113065711416322
"141","E02000145",0.00536918216420431,0.453841232022633,0.0321073848303995,0.0176013098649202,0.508919108882157,813,1132,1945,7.57301725605255,4,"Bromley 019",7.2,11279787.3505534,2.39489345404757e-05
