"","MSOA11CD","mixed","ba_norm","r_norm","Ppla_norm","index","o_flow","d_flow","sumod","logsumod","cluster"
"93","E02000096",0.0625331270286092,0.502223179110245,0.189656241939487,0.17846909537454,0.932881643452881,355,1042,1397,7.24208235925696,1
"94","E02000097",0.0608149754823266,0.643655920681853,0.332334356930541,0.184199754400327,1.22100500749505,242,1565,1807,7.49942329059223,1
"95","E02000098",0.0394974573312467,0.513918619132396,0.241227033281761,0.164961113385182,0.959604223130586,163,1301,1464,7.28892769452126,1
"96","E02000099",0.13440035739872,0.424953640443115,0.180321746027761,0.264838313548915,1.00451405741851,746,1589,2335,7.755767170103,1
"97","E02000100",0.0407354454649811,0.447648595127343,0.192811619245838,0.153499795333606,0.834695455171769,2599,1483,4082,8.31434234336979,1
"98","E02000101",0.0723698073044552,0.391908270929224,0.25793783279571,0.260335652885796,0.982551563915185,953,1404,2357,7.76514490293613,1
"99","E02000102",0.0561188703285767,0.578205965963875,0.231383310526396,0.222677036430618,1.08838518324947,78,1045,1123,7.02375895473844,1
"100","E02000103",0.105446617870018,0.462222324013337,0.263299245750855,0.189521080638559,1.02048926827277,1335,1439,2774,7.92804560087478,1
"101","E02000104",0.0672044905693018,0.494323572632568,0.175636322429809,0.238231682357757,0.975396067989435,300,1046,1346,7.20489251020467,1
"102","E02000105",0.0957993881863123,0.592035351804235,0.262558015667921,0.26320098239869,1.21359373805716,294,1950,2244,7.71601526664259,1
"103","E02000106",0.117000022831251,0.627757409098185,0.337990024074312,0.300040933278756,1.3827883892825,816,1871,2687,7.89618060861549,1
"104","E02000107",0.14269706987423,0.893856588897543,0.309651691661698,0.446582071223905,1.79278742165738,317,2649,2966,7.99496952269788,1
"105","E02000108",0.0605164165921363,0.575278504856499,0.165067517898609,0.319688907081457,1.1205513464287,13,1279,1292,7.16394668434255,1
"106","E02000109",0.125129191011019,0.474238013461913,0.283904357820237,0.19607040523946,1.07934196753263,3612,2147,5759,8.65851912750667,1
"107","E02000110",0.0954556073225156,0.800014248826625,0.25214213073737,0.402374130167826,1.54998611705434,82,1621,1703,7.44014668066269,1
"108","E02000111",0.108675580870886,0.569780481477463,0.295162117111209,0.343020875972165,1.31663905543172,909,2219,3128,8.0481491016652,1
"109","E02000112",0.125212882270488,0.749728236866275,0.343449513262241,0.292263610315186,1.51065424271419,1890,2147,4037,8.30325712085294,1
"110","E02000113",0.0744443887431264,0.447529508973562,0.439463446557048,0.254604993860008,1.21604233813374,1267,1531,2798,7.93666015522543,1
"111","E02000114",0.231611350608981,0.892904425720157,0.372355499062138,0.589439214081048,2.08631048947232,291,2128,2419,7.79110951061003,1
"112","E02000115",0.0798442811649991,0.659155820645137,0.296546548255,0.390503479328694,1.42605012939383,59,2190,2249,7.71824095195932,1
"113","E02000116",0.136397963733549,0.687707562606599,0.331530974762055,0.292672943102743,1.44830944420494,754,1505,2259,7.722677516468,1
"114","E02000117",0.140068407172832,0.692728821063391,0.38918630271862,0.54072861236185,1.76271214331669,462,2018,2480,7.81601383915903,1
"115","E02000118",0.121735628396501,0.646409026560203,0.287464764355149,0.300859598853868,1.35646901816572,796,1814,2610,7.86710550031674,1
"116","E02000119",0.0919597501583822,0.192334423560963,0.308576170253202,0.10356119525174,0.696431539224287,6061,1046,7107,8.86883549282689,1
"117","E02000120",0.288502241900882,0.890600573621585,0.406177453478898,0.73352435530086,2.31880462430222,436,2307,2743,7.9168074909376,1
"118","E02000121",0.146037813853446,0.626039628111661,0.366751246538757,0.250102333196889,1.38893102170075,1799,1742,3541,8.1721644521119,1
"119","E02000122",0.0691653702630391,0.71213511640582,0.250111876263581,0.26320098239869,1.29461334533113,141,1604,1745,7.46450983463653,1
"120","E02000123",0.186443018239053,0.832733078719066,0.253936380210361,0.570200573065903,1.84331305023438,972,2966,3938,8.27842825919907,1
"121","E02000124",0.164304423321754,0.869892375309475,0.39178521210956,0.369627507163324,1.79560951790411,712,2617,3329,8.11042723757502,1
"122","E02000125",0.129136754929771,0.924300340067452,0.279866839602748,0.56610724519034,1.89941117979031,52,2639,2691,7.89766815072691,1
"123","E02000126",0.190363734749131,0.624084595910403,0.640608012625057,0.715104379860827,2.17016072314542,295,1292,1587,7.36960072052641,1
"124","E02000127",0.0382306439545939,0.6025122351155,0.2131538569814,0.144085141219812,0.997981877271305,138,1464,1602,7.3790081276283,1
"125","E02000128",0.0560822363010794,0.48655397850363,0.128307082457687,0.106017191977077,0.776960489239473,254,1016,1270,7.14677217945264,1
"126","E02000130",0.136571146491314,0.820153935931958,0.240791165579045,0.206303724928367,1.40381997293068,751,1591,2342,7.75876054415766,1
"127","E02000131",0.0694064573127672,0.602372162073399,0.364733423344852,0.195661072451903,1.23217311518292,212,2062,2274,7.72929567431048,1
"128","E02000132",0.116963588061105,0.38922931371173,0.292515641360274,0.189930413426115,0.988638956559224,1708,1880,3588,8.18535022317869,1
"129","E02000133",0.0152302645822798,0.458419260315677,0.117256228203236,0.0540319279574294,0.644937681058622,488,1488,1976,7.58882987830781,1
"130","E02000134",0.129397757450166,0.614436753756492,0.262215922063981,0.216127711829718,1.22217814510036,2633,1921,4554,8.42376124662369,1
"131","E02000135",0.128829737804787,0.660344756066958,0.332255716186248,0.332378223495702,1.45380843355369,370,1864,2234,7.71154897962915,1
"132","E02000136",0.0209696610127213,0.44013053012753,0.134212287647249,0.0397052803929595,0.63501775918046,291,503,794,6.67708346124714,1
"133","E02000137",0.0417071945259166,0.462252838968611,0.174380799407901,0.160049119934507,0.838389952836936,119,1557,1676,7.42416528104203,1
"134","E02000138",0.0497415931574871,0.410336548078112,0.213097218492466,0.144085141219812,0.817260500947877,551,1436,1987,7.59438124255182,1
"135","E02000139",0.0813644645955273,0.804620741426421,0.225299804772336,0.182153090462546,1.29343810125683,320,1626,1946,7.57353126274595,1
"136","E02000140",0.0702224987880579,0.553756885131759,0.2956224326433,0.162505116659844,1.08210693322296,326,1166,1492,7.30787278076371,1
"137","E02000141",0.116013239702689,0.802728481576813,0.24282469205086,0.292672943102743,1.4542393564331,164,1496,1660,7.41457288135059,1
"138","E02000142",0.0747547322473131,0.528736224941151,0.207325763011492,0.178878428162096,0.989695148362052,1326,1088,2414,7.78904040165748,1
"139","E02000144",0.129294388065709,0.544266207535955,0.30754616990534,0.167007777322964,1.14811454282997,8203,1632,9835,9.19370273082316,1
"140","E02000145",0.00536918216420431,0.453841232022633,0.0321073848303995,0.0176013098649202,0.508919108882157,813,1132,1945,7.57301725605255,1
"141","E02000146",0.0957094257031168,0.498939468526092,0.231682433285772,0.177241097011871,1.00357242452685,743,1432,2175,7.68478394352278,1
"142","E02000147",0.032303088646466,0.376356661731123,0.161689584717982,0.133033155955792,0.703382491051364,127,871,998,6.90575327631146,1
"143","E02000148",0.0461661902102522,0.457313563951009,0.17914841628976,0.0843225542365944,0.766950724687616,512,872,1384,7.23273313617761,1
"144","E02000149",0.0861185737955526,0.610327125304433,0.295106692994552,0.155955792058944,1.14750818415348,611,1176,1787,7.48829351515943,1
"145","E02000150",0.0327364649541923,0.390942361330546,0.132888802436676,0.0990585345886206,0.655626163310035,878,1470,2348,7.76131918094799,1
"146","E02000151",0.0347189737548481,0.585410418333453,0.207968595351506,0.13548915268113,0.963587140120937,82,1146,1228,7.11314210870709,1
"147","E02000152",0.0337611813455752,0.389817290111274,0.161833720396921,0.09250920998772,0.677921401841491,265,941,1206,7.09506437728713,1
"148","E02000153",0.0232025565680122,0.50714723939414,0.191564478415182,0.129349160867786,0.851263435245119,107,1286,1393,7.23921497377981,1
"149","E02000154",0.0978418535442264,0.472883459956764,0.296123181305776,0.144085141219812,1.01093363602658,1849,1228,3077,8.03171037532204,1
"150","E02000155",0.0435991744072881,0.558531239385059,0.290526455815364,0.143675808432255,1.03633267803997,47,723,770,6.64639051484773,1
"151","E02000156",0.0485442613459959,0.468925734574209,0.171217889795205,0.117069177241097,0.805757062956507,1191,2191,3382,8.12622252945853,1
"152","E02000157",0.0313839944846669,0.383020144347877,0.204753509067285,0.12116250511666,0.740320153016489,157,1122,1279,7.15383380157884,1
"153","E02000158",0.0301071375058058,0.311146272358838,0.170386674845259,0.12771182971756,0.639351914427463,83,901,984,6.89162589705225,1
"154","E02000159",0.0230264112342837,0.527885671377202,0.10391218860647,0.0356119525173966,0.690436223735352,742,979,1721,7.45066079621154,1
"155","E02000160",0.0119663571255941,0.505120687499504,0.0683247804217438,0.0261972984036021,0.611609123450444,687,1075,1762,7.47420480649612,1
"156","E02000161",0.0436873781001773,0.416568310965143,0.238553967139777,0.18829308227589,0.887102738480988,219,1305,1524,7.32909373624659,1
"157","E02000162",0,0.380004252297844,0.0485226619277901,0.00941465411379452,0.437941568339429,1527,534,2061,7.63094658089046,1
"158","E02000163",0.00409789169976092,0.463731069071042,0.0632416587130016,0.015963978714695,0.5470345981985,586,934,1520,7.32646561384032,1
"159","E02000165",0.0119457594618492,0.400369987276255,0.0350879566083092,0.0388866148178469,0.486290318164261,190,886,1076,6.98100574072173,1
"160","E02000166",0.0456938040709792,0.717287589215939,0.320039595551919,0.095374539500614,1.17839552833945,502,1549,2051,7.62608275807238,1
"161","E02000167",0.0838593963583825,0.89455858726017,0.376789545465198,0.144494474007368,1.49970200309112,870,1764,2634,7.87625888230323,1
"162","E02000168",0.255203760035209,0.87743074872742,0.415294341301914,0.479738027015964,2.02766687708051,1064,1548,2612,7.86787149039632,1
"163","E02000169",0.0743245646370011,0.799049971267099,0.239600410498645,0.26647564469914,1.37945059110189,195,1492,1687,7.43070708254597,1
"164","E02000170",0.184606596393376,0.87091095658707,0.327053685099846,0.43061809250921,1.8131893305895,254,2233,2487,7.8188324438034,1
"165","E02000171",0.189182418036697,0.829494951883143,0.454977582785567,0.601719197707736,2.07537415041314,178,1639,1817,7.50494206839617,1
"166","E02000172",0.246125090024945,0.492703966110813,0.589768280003012,0.609087187883749,1.93768452402252,1023,1440,2463,7.80913539812054,1
"167","E02000173",0.229302955730883,0.742546775699726,0.360395842299149,0.391731477691363,1.72397705142112,3957,1886,5843,8.67299964255444,1
"168","E02000174",0.228470828588612,0.78516644255681,0.503156162388239,0.641833810888252,2.15862724442191,367,1710,2077,7.63867982387611,1
"169","E02000175",0.281056616295891,0.791557574070564,0.40590378622542,0.511665984445354,1.99018396103723,883,2483,3366,8.12148037475075,1
"170","E02000176",0.244414526639614,0.88724241234468,0.436068070148554,0.643880474826033,2.21160548395888,174,1816,1990,7.59588991771854,1
"171","E02000177",0.240518337251,0.718974989381183,0.386359825182915,0.687679083094556,2.03353223490965,250,1552,1802,7.49665243816828,1
"172","E02000178",0.244099630841256,0.801319265081818,0.543909803352642,0.633647155137126,2.22297585441284,242,2448,2690,7.89729647259588,1
"173","E02000179",0.213438350071599,0.61312744384044,0.526263332970657,0.665575112566517,2.01840423944921,119,1277,1396,7.24136628332232,1
"174","E02000180",0.222209444871726,0.671642285843993,0.462853586200564,0.679901760130986,2.03660707704727,154,1447,1601,7.37838371299671,1
"175","E02000181",0.111444726788461,0.920694929839063,0.31417976327052,0.571428571428571,1.91774799132662,51,2402,2453,7.80506704425849,1
"176","E02000182",0.153860474626082,0.614498424913828,0.497529521256854,0.331559557920589,1.59744797871735,534,1423,1957,7.57916796739608,1
"177","E02000183",0.262309114682914,0.675562343824991,0.574556550187349,0.407695456406058,1.92012346510131,1460,1575,3035,8.0179667034936,1
"178","E02000184",0.268750091107041,0.556968039469008,0.624345587458967,0.534997953336062,1.98506167137108,2443,1287,3730,8.22416351263786,1
"179","E02000185",0.27179345091654,0.487490378521111,0.476195869756556,0.706917724109701,1.94239742330391,466,1565,2031,7.61628356158038,1
"180","E02000186",0.286996446675912,0.684564175471025,0.54421542379769,0.261154318460909,1.77693036440554,8772,1125,9897,9.19998695989669,1
"181","E02000187",0.216674229843578,0.395243115446271,0.642677314258397,0.332787556283258,1.5873822158315,1476,857,2333,7.75491027202143,1
"182","E02000188",0.272987357336259,0.417281036915252,0.665711261059091,0.659025787965616,2.01500544327622,855,844,1699,7.43779512167193,1
"183","E02000189",0.583901390030518,0.712492040889236,0.641511432904399,0.805566925910765,2.74347178973492,704,429,1133,7.03262426102801,1
"184","E02000190",0.542716890147982,0.712035729771945,0.721174105695581,0.819893573475235,2.79582029909074,2037,504,2541,7.84031298332016,1
"185","E02000191",0.539526364598896,0.6181731518821,0.77985394093269,0.466230045026607,2.40378350244029,16642,516,17158,9.75021981613291,1
"186","E02000192",0.88373508993282,0.546178791945578,0.547732953502647,0.665575112566517,2.64322194794756,10467,628,11095,9.3142498353667,1
"187","E02000194",0.123040945130044,0.553978166377534,0.393010344340872,0.243962341383545,1.31399179723199,554,1870,2424,7.7931743471892,1
"188","E02000195",0.0500190011864964,0.634855570878446,0.230118449453992,0.18174375767499,1.09673677919392,127,1857,1984,7.59287028784482,1
"189","E02000196",0.0851898234751254,0.761023778894852,0.247093400831639,0.235366352844863,1.32867335604648,223,1312,1535,7.3362856600213,1
"190","E02000197",0.115007971667464,0.736171111975507,0.333142033882941,0.363078182562423,1.54739930008834,250,1690,1940,7.57044325205737,1
"191","E02000198",0.12997237602997,0.735979924684131,0.368957424053384,0.358575521899304,1.59348524666679,449,1526,1975,7.58832367733522,1
"192","E02000199",0.106202418727291,0.81181529285986,0.361250199135073,0.388047482603357,1.66731539332558,97,1701,1798,7.49443021503157,1
"193","E02000200",0.0960893891330934,0.650292935259061,0.285731455788135,0.260335652885796,1.29244943306609,421,1736,2157,7.67647364638916,1
"194","E02000201",0.137235611300881,0.726709045281953,0.356486524911349,0.382726156365125,1.60315733785931,339,1704,2043,7.62217459481762,1
"195","E02000202",0.107703404632765,0.848260153540055,0.391094558928996,0.464183381088825,1.81124149819064,136,1725,1861,7.52886925664225,1
"196","E02000203",0.20190295523284,0.80213540593199,0.411014414173521,0.387228817028244,1.8022815923666,920,1329,2249,7.71824095195932,1
"197","E02000204",0.120153675851792,0.775961466686915,0.282728757535713,0.342611543184609,1.52145544325903,378,1821,2199,7.69575799055476,1
"198","E02000206",0.106463539061077,0.660378889085715,0.266891872050068,0.255423659435121,1.28915795963198,1279,1668,2947,7.98854298273769,1
"199","E02000207",0.0874227231034621,0.605286088173207,0.344415148486976,0.284895620139173,1.32201957990282,441,1738,2179,7.68662133494462,1
"200","E02000208",0.128308181502214,0.539213119453442,0.453456538883428,0.445763405648792,1.56674124548788,1856,1359,3215,8.07558263667172,1
"201","E02000209",0.130112293951762,0.632444749119718,0.402037802026153,0.331559557920589,1.49615440301822,579,1587,2166,7.68063742756094,1
"202","E02000210",0.0971243781186124,0.65162688818464,0.333633956086019,0.426934097421203,1.50931931981048,156,1740,1896,7.54750168281497,1
"203","E02000211",0.0419677066763623,0.409287380445046,0.199188261807769,0.183381088825215,0.833824437754393,136,1625,1761,7.47363710849621,1
"204","E02000212",0.139605128080979,0.689366534001088,0.412921710981565,0.269340974212034,1.51123434727567,1638,1393,3031,8.0166478770578,1
"205","E02000213",0.221188683714959,0.555390580954381,0.461680941711564,0.367171510437986,1.60543171681889,3579,1359,4938,8.50471566990512,1
"206","E02000214",0.112889386978763,0.775418382369806,0.230291536012129,0.235775685632419,1.35437499099312,249,1195,1444,7.27517231945277,1
"207","E02000215",0.156737030656337,0.761484733852514,0.320968911933778,0.424478100695866,1.6636687771385,957,2149,3106,8.04109100370863,1
"208","E02000216",0.0266676639039606,0.392308031250731,0.212901860101407,0.114203847728203,0.746081402984302,199,982,1181,7.07411681619736,1
